time	subjects	deaths
1	35057	10
3	5280792	3893
5	13496391	28894
7	16499743	67148
9	16829631	109109
11	15939102	149849
13	14568245	187848
15	13096113	222385
17	11692043	253092
19	10415724	280342
21	9274461	305150
23	8261097	326897
25	7361595	346337
27	6566650	363870
29	5863416	379477
31	5239697	393465
33	4689474	405949
35	4205018	417107
37	3779423	426936
39	3401259	435894
41	3065883	443873
43	2768190	451237
45	2503810	457779
47	2266204	463650
49	2055891	469076
51	1867072	474030
56	1476664	484620
61	1179024	492834
66	947239	499425
71	764567	504619
76	619894	509037
81	505124	512546
86	413864	515362
91	338671	517637
96	278908	519547
101	229939	521106
121	107784	525145
141	51543	527046
161	24806	527952
181	12508	528389
201	6195	528621
221	2994	528730
241	1494	528780
261	727	528805
281	382	528815
301	203	528824
321	100	528826
341	56	528826
361	27	528828
381	9	528829
401	2	528830
421	0	528830
441	0	528830
461	0	528830
481	0	528830
501	0	528830
521	0	528830
541	0	528830
561	0	528830
581	0	528830
