time	subjects	deaths
1	5290	5
3	17808	27
5	51513	112
7	143301	340
9	390957	975
11	1009157	2587
13	2325001	6497
15	4526461	15037
17	7263477	29660
19	9765937	51022
21	11438345	77563
23	12130711	107381
25	12031201	137820
27	11424857	167046
29	10562865	194378
31	9597177	219379
33	8627346	242301
35	7710364	262719
37	6869955	280838
39	6115599	297054
41	5445810	311294
43	4856902	324090
45	4338177	335733
47	3888501	345875
49	3496892	355045
51	3154755	363453
56	2472877	380929
61	1978449	394747
66	1612530	406002
71	1331671	415235
76	1107431	422948
81	927440	429291
86	779466	434696
91	657091	439122
96	555023	442878
101	469435	446074
121	236464	454502
141	119489	458810
161	59716	460984
181	30184	462083
201	15388	462621
221	7691	462891
241	3773	463014
261	1920	463081
281	984	463110
301	472	463129
321	262	463144
341	120	463151
361	74	463152
381	39	463153
401	26	463153
421	12	463153
441	2	463153
461	0	463153
481	0	463153
501	0	463153
521	0	463153
541	0	463153
561	0	463153
581	0	463153
