time	subjects	deaths
1	5414	1
3	19669	19
5	63348	111
7	202639	430
9	629880	1348
11	1809676	4091
13	4419648	11704
15	8542034	27765
17	12941602	54549
19	16072394	91242
21	17345051	133067
23	17108926	176247
25	15975615	217680
27	14432736	255868
29	12778456	290050
31	11169944	319700
33	9683333	345790
35	8353795	368066
37	7184152	387522
39	6162254	404190
41	5283054	418306
43	4523801	430443
45	3871472	440776
47	3312900	449860
49	2835686	457538
51	2427284	464133
56	1646845	476732
61	1121229	485229
66	763532	491087
71	522853	495109
76	358771	497842
81	246502	499705
86	169889	500988
91	117168	501878
96	80872	502483
101	55846	502942
121	13046	503686
141	3017	503854
161	739	503895
181	169	503905
201	42	503905
221	9	503906
241	0	503906
261	0	503906
281	0	503906
301	0	503906
321	0	503906
341	0	503906
361	0	503906
381	0	503906
401	0	503906
421	0	503906
441	0	503906
461	0	503906
481	0	503906
501	0	503906
521	0	503906
541	0	503906
561	0	503906
581	0	503906
