time	subjects	deaths
1	4573	7
3	8407	27
5	11619	49
7	14855	75
9	18060	114
11	21473	168
13	25391	228
15	29722	304
17	34398	410
19	39688	504
21	46076	618
23	53079	747
25	60977	890
27	69929	1052
29	80274	1235
31	92493	1436
33	106172	1668
35	122127	1946
37	140131	2270
39	161120	2621
41	184811	3036
43	211689	3521
45	242273	4074
47	276769	4714
49	316276	5413
51	359471	6263
56	492489	8885
61	664294	12442
66	881320	17273
71	1144760	23595
76	1451233	31843
81	1788017	41970
86	2136311	54168
91	2470499	68584
96	2762138	84706
101	2978742	102607
121	2944263	179980
141	1960771	241933
161	990593	277992
181	426978	294649
201	170065	301688
221	65861	304455
241	24826	305555
261	9293	305954
281	3536	306108
301	1361	306177
321	544	306197
341	180	306204
361	64	306206
381	12	306207
401	7	306208
421	3	306208
441	0	306208
461	0	306208
481	0	306208
501	0	306208
521	0	306208
541	0	306208
561	0	306208
581	0	306208
