time	subjects	deaths
1	5858	10
3	30470	59
5	146936	233
7	665068	1071
9	2431810	4678
11	6047410	15108
13	10110095	35519
15	12778110	64661
17	13710295	98254
19	13473799	132497
21	12623801	165062
23	11512114	195482
25	10343811	222627
27	9221171	247377
29	8193754	268979
31	7279062	288179
33	6478491	305235
35	5785015	320311
37	5186310	334422
39	4672788	346642
41	4229210	358030
43	3846866	368125
45	3513869	377181
47	3223017	385537
49	2965897	393171
51	2736728	400292
56	2257184	415776
61	1877436	428744
66	1562987	439270
71	1299846	448281
76	1079405	455562
81	894891	461856
86	740401	466959
91	612763	471191
96	507831	474663
101	420478	477501
121	201299	485041
141	97456	488633
161	48259	490418
181	23607	491248
201	11430	491705
221	5748	491907
241	2881	492013
261	1416	492059
281	745	492082
301	357	492097
321	140	492100
341	63	492103
361	26	492103
381	7	492103
401	0	492103
421	2	492103
441	1	492103
461	0	492103
481	0	492103
501	0	492103
521	0	492103
541	0	492103
561	0	492103
581	0	492103
