time	subjects	deaths
1	4427	3
3	7142	22
5	8381	34
7	8771	60
9	8669	81
11	8338	103
13	7812	119
15	7219	133
17	6569	151
19	5918	167
21	5321	182
23	4750	195
25	4216	205
27	3736	216
29	3312	222
31	2893	233
33	2578	240
35	2314	244
37	2039	248
39	1775	255
41	1549	258
43	1372	260
45	1225	261
47	1089	266
49	965	272
51	860	273
56	668	279
61	502	282
66	358	285
71	247	287
76	189	287
81	135	289
86	95	290
91	75	290
96	48	291
101	33	291
121	12	291
141	4	291
161	0	291
181	0	291
201	0	291
221	0	291
241	0	291
261	0	291
281	0	291
301	0	291
321	0	291
341	0	291
361	0	291
381	0	291
401	0	291
421	0	291
441	0	291
461	0	291
481	0	291
501	0	291
521	0	291
541	0	291
561	0	291
581	0	291
