time	subjects	deaths
1	7055	5
3	70183	78
5	675591	780
7	4477757	6108
9	13088400	27836
11	19737095	70243
13	21782711	122728
15	21118196	176395
17	19260828	227361
19	17014059	272615
21	14758379	312465
23	12673710	346599
25	10806813	375615
27	9182622	400632
29	7783293	421930
31	6587511	439732
33	5570530	454690
35	4708654	467394
37	3979905	478308
39	3361787	487515
41	2838860	495316
43	2396968	501930
45	2023536	507455
47	1708684	512184
49	1443183	516160
51	1218620	519495
56	799004	525859
61	523789	529948
66	343323	532603
71	224726	534398
76	147302	535551
81	96570	536327
86	63376	536806
91	41414	537131
96	27076	537352
101	17624	537482
121	3359	537715
141	606	537749
161	111	537755
181	15	537755
201	2	537755
221	1	537755
241	0	537755
261	0	537755
281	0	537755
301	0	537755
321	0	537755
341	0	537755
361	0	537755
381	0	537755
401	0	537755
421	0	537755
441	0	537755
461	0	537755
481	0	537755
501	0	537755
521	0	537755
541	0	537755
561	0	537755
581	0	537755
