time	subjects	deaths
1	20414	7
3	2792914	1683
5	14354814	23482
7	19758328	67151
9	20810926	118730
11	19826322	169785
13	17995013	217243
15	15915851	259882
17	13872689	296883
19	11988739	329173
21	10309241	356852
23	8842563	380801
25	7575955	401324
27	6490098	418953
29	5562428	434159
31	4770208	447000
33	4095048	458120
35	3521450	467526
37	3030100	475770
39	2611027	482770
41	2253090	488948
43	1946615	494367
45	1683896	498886
47	1459242	502689
49	1265282	505963
51	1098688	508888
56	775384	514655
61	550074	518785
66	392514	521757
71	282115	523789
76	203700	525296
81	147864	526347
86	107783	527148
91	79089	527708
96	58186	528130
101	42941	528434
121	13198	529040
141	4230	529242
161	1416	529313
181	513	529323
201	174	529334
221	59	529335
241	23	529335
261	9	529337
281	2	529337
301	1	529337
321	0	529337
341	0	529337
361	0	529337
381	0	529337
401	0	529337
421	0	529337
441	0	529337
461	0	529337
481	0	529337
501	0	529337
521	0	529337
541	0	529337
561	0	529337
581	0	529337
