time	subjects	deaths
1	7047	2
3	65008	64
5	557777	679
7	3204898	4680
9	8592100	19176
11	12850419	46383
13	14511422	81096
15	14492220	117374
17	13640551	152643
19	12449795	185480
21	11179909	215129
23	9964372	241583
25	8858144	265157
27	7885898	285964
29	7041629	304576
31	6318102	321207
33	5698104	336236
35	5165397	349767
37	4702363	361888
39	4299760	372876
41	3943319	383332
43	3624722	392788
45	3335765	401591
47	3072113	409670
49	2831806	416959
51	2611206	423641
56	2127619	438413
61	1734324	450386
66	1412225	460051
71	1151390	467899
76	942422	474391
81	773189	479794
86	637573	484137
91	526227	487715
96	435092	490709
101	360216	493195
121	171001	499601
141	81531	502615
161	39679	504070
181	18973	504758
201	9396	505077
221	4503	505261
241	2173	505357
261	1091	505403
281	536	505428
301	253	505436
321	113	505441
341	54	505443
361	13	505443
381	0	505443
401	2	505443
421	5	505443
441	5	505443
461	3	505443
481	1	505443
501	0	505443
521	0	505443
541	0	505443
561	0	505443
581	0	505443
