time	subjects	deaths
1	4715	5
3	10196	30
5	17409	62
7	27658	105
9	42881	187
11	65550	338
13	99277	544
15	150862	835
17	228020	1324
19	343164	2011
21	513151	3077
23	760786	4604
25	1111201	6836
27	1595601	10119
29	2236027	14815
31	3043253	21342
33	4009125	29994
35	5090336	41416
37	6217592	55553
39	7308405	72742
41	8278739	92325
43	9056603	114312
45	9596537	137879
47	9873586	162300
49	9895090	186982
51	9688273	211656
56	8445717	268783
61	6744511	316099
66	5109091	353043
71	3751271	380766
76	2707007	401039
81	1933920	415373
86	1374374	425663
91	973188	433119
96	688851	438133
101	486922	441755
121	121342	448339
141	30820	450010
161	7782	450434
181	2019	450560
201	515	450586
221	156	450591
241	42	450593
261	7	450593
281	0	450593
301	1	450593
321	0	450593
341	0	450593
361	0	450593
381	0	450593
401	0	450593
421	0	450593
441	0	450593
461	0	450593
481	0	450593
501	0	450593
521	0	450593
541	0	450593
561	0	450593
581	0	450593
