time	subjects	deaths
1	4554	4
3	8326	21
5	11573	46
7	14550	88
9	17650	135
11	20650	188
13	23852	246
15	27429	309
17	31298	378
19	35508	456
21	40403	553
23	45762	698
25	51683	808
27	58407	938
29	66073	1086
31	74736	1282
33	84104	1485
35	95021	1704
37	107563	1944
39	121793	2206
41	137618	2486
43	155602	2838
45	175346	3257
47	197333	3741
49	222216	4264
51	250003	4836
56	331723	6662
61	438070	9039
66	567957	12152
71	726829	16284
76	913195	21366
81	1126664	27668
86	1357598	35419
91	1597580	44780
96	1830415	55502
101	2044124	67602
121	2465498	126154
141	2084102	184555
161	1344749	227801
181	716527	253173
201	340847	265988
221	155669	271989
241	68892	274710
261	30250	275887
281	13352	276388
301	5829	276607
321	2636	276690
341	1170	276734
361	558	276748
381	296	276760
401	147	276765
421	51	276770
441	23	276771
461	9	276771
481	6	276771
501	1	276771
521	0	276771
541	0	276771
561	0	276771
581	0	276771
