time	subjects	deaths
1	4622	4
3	9188	21
5	13568	59
7	18553	86
9	24040	135
11	30334	208
13	37603	292
15	46565	389
17	57340	526
19	70509	681
21	86357	874
23	106126	1086
25	130121	1365
27	159195	1715
29	193923	2169
31	235251	2700
33	285356	3322
35	344913	4140
37	413783	5078
39	493847	6154
41	586928	7482
43	692106	9068
45	808816	10861
47	939541	13009
49	1080785	15483
51	1231737	18296
56	1640460	27332
61	2053066	38906
66	2414356	52991
71	2681377	69198
76	2825265	86628
81	2843824	104374
86	2759023	122040
91	2599612	138867
96	2393990	154214
101	2171128	168482
121	1380998	212526
141	862524	239877
161	547241	257312
181	353972	268476
201	229692	275717
221	147307	280461
241	96132	283493
261	62769	285459
281	41265	286720
301	26702	287510
321	17286	288030
341	11393	288383
361	7369	288606
381	4853	288748
401	3157	288840
421	1892	288902
441	1214	288942
461	721	288972
481	469	288985
501	323	288992
521	189	289001
541	151	289003
561	91	289004
581	55	289005
