time	subjects	deaths
1	12033	13
3	561592	407
5	6439184	7598
7	13015683	32780
9	15513902	69070
11	15727331	108570
13	14873668	147002
15	13592276	182793
17	12216365	215198
19	10911751	244297
21	9738826	269848
23	8707933	292752
25	7814771	313322
27	7034883	331835
29	6348871	348477
31	5740009	363614
33	5194492	377307
35	4704917	389521
37	4264245	400906
39	3869018	411188
41	3513267	420489
43	3191281	428859
45	2902014	436594
47	2641375	443561
49	2406824	449840
51	2197749	455427
56	1755461	467617
61	1414573	477434
66	1147906	485380
71	935869	491918
76	766591	497252
81	629154	501663
86	516601	505206
91	425786	508114
96	350659	510578
101	290112	512580
121	138377	517536
141	66630	519923
161	32556	521126
181	16009	521691
201	7954	521984
221	3639	522126
241	1734	522183
261	783	522208
281	417	522224
301	174	522231
321	86	522236
341	33	522237
361	11	522237
381	1	522237
401	1	522237
421	0	522237
441	0	522237
461	0	522237
481	0	522237
501	0	522237
521	0	522237
541	0	522237
561	0	522237
581	0	522237
