time	subjects	deaths
1	9694	3
3	237533	175
5	2719192	3083
7	7188435	15726
9	9588522	37138
11	10268814	62073
13	10070940	87400
15	9496000	112081
17	8815941	135309
19	8157867	156627
21	7569764	176338
23	7053183	194752
25	6587205	211794
27	6163452	227818
29	5770732	242699
31	5404584	256816
33	5064616	269638
35	4751734	281870
37	4461242	293413
39	4193713	304157
41	3951996	314271
43	3729934	323892
45	3526083	332968
47	3335694	341599
49	3157056	349765
51	2990799	357398
56	2623406	374842
61	2307769	390313
66	2039389	403772
71	1808901	415634
76	1603353	426286
81	1426521	435713
86	1271415	444118
91	1133315	451581
96	1011583	458288
101	904499	464283
121	576178	482407
141	370447	494198
161	240772	501679
181	157485	506514
201	102481	509689
221	67361	511803
241	44714	513212
261	29039	514020
281	18723	514598
301	12049	514988
321	7734	515224
341	4898	515403
361	3191	515492
381	2188	515550
401	1515	515603
421	1012	515633
441	628	515657
461	397	515662
481	251	515667
501	134	515671
521	95	515673
541	57	515675
561	35	515675
581	20	515675
