time	subjects	deaths
1	5013	4
3	14407	30
5	33887	81
7	75719	199
9	164493	486
11	347471	1164
13	702708	2343
15	1323975	4885
17	2259727	9330
19	3439490	16452
21	4682563	26663
23	5763178	39791
25	6537094	55164
27	6952370	72086
29	7043963	89860
31	6892662	107274
33	6589282	124111
35	6207431	140210
37	5797440	155368
39	5389198	169127
41	5001166	182283
43	4641749	194237
45	4319200	205419
47	4032876	215952
49	3778360	225730
51	3552279	234936
56	3091883	255705
61	2743710	273822
66	2459992	289868
71	2215715	304471
76	1996145	317528
81	1795195	329309
86	1614731	340202
91	1451145	349817
96	1301091	358257
101	1165657	366023
121	755249	389613
141	490750	404748
161	323826	414735
181	212459	421240
201	139065	425610
221	91549	428448
241	59432	430306
261	39461	431598
281	25556	432439
301	16376	432953
321	10691	433270
341	7130	433512
361	4665	433661
381	3047	433743
401	1984	433808
421	1268	433851
441	829	433882
461	475	433897
481	286	433906
501	216	433909
521	168	433917
541	92	433921
561	50	433922
581	35	433922
