time	subjects	deaths
1	4668	5
3	9004	23
5	13672	47
7	18988	88
9	25364	137
11	33614	199
13	43806	286
15	57011	414
17	73855	588
19	95661	825
21	123403	1078
23	159371	1413
25	205613	1871
27	264161	2497
29	339245	3236
31	433446	4264
33	552211	5472
35	699778	6995
37	878892	8872
39	1098046	11294
41	1357771	14358
43	1663602	18115
45	2012452	22682
47	2405000	28138
49	2832052	34669
51	3287615	42363
56	4451072	66623
61	5444821	97872
66	6062441	134288
71	6206163	173036
76	5912769	211369
81	5300185	246607
86	4522103	277321
91	3707097	303132
96	2947785	323793
101	2293517	339927
121	748613	374679
141	229826	385508
161	69815	388813
181	21146	389865
201	6429	390173
221	1973	390277
241	627	390306
261	183	390316
281	65	390317
301	18	390320
321	5	390321
341	0	390322
361	0	390322
381	0	390322
401	0	390322
421	0	390322
441	0	390322
461	0	390322
481	0	390322
501	0	390322
521	0	390322
541	0	390322
561	0	390322
581	0	390322
