time	subjects	deaths
1	45068	13
3	7815539	6026
5	17647940	39752
7	20844955	88733
9	20807588	141559
11	19322608	191782
13	17295984	237419
15	15172673	278110
17	13158987	313088
19	11337009	343762
21	9731156	370116
23	8340543	392438
25	7143990	411665
27	6120084	428358
29	5244596	442547
31	4500065	454714
33	3864121	465019
35	3322583	473935
37	2859305	481631
39	2463233	488211
41	2124489	493941
43	1834142	498870
45	1584966	503056
47	1369953	506706
49	1185642	509870
51	1027224	512583
56	719104	517935
61	506688	521701
66	357941	524403
71	254142	526227
76	181402	527579
81	130054	528561
86	93582	529282
91	67795	529806
96	49167	530164
101	35822	530405
121	10415	530934
141	3204	531088
161	1020	531145
181	326	531160
201	115	531168
221	36	531169
241	9	531170
261	5	531170
281	6	531170
301	2	531170
321	0	531170
341	0	531170
361	0	531170
381	0	531170
401	0	531170
421	0	531170
441	0	531170
461	0	531170
481	0	531170
501	0	531170
521	0	531170
541	0	531170
561	0	531170
581	0	531170
