time	subjects	deaths
1	16796	6
3	1650660	998
5	10129080	15566
7	14947188	47997
9	16255369	87454
11	15849172	127618
13	14702315	165824
15	13309214	200796
17	11918990	232097
19	10640846	260239
21	9505166	285247
23	8503725	307729
25	7622276	327842
27	6840994	346038
29	6148762	362199
31	5531676	376629
33	4979193	389807
35	4485999	401866
37	4048607	412501
39	3658628	421957
41	3310419	430698
43	2999450	438535
45	2721470	445704
47	2472886	452137
49	2250621	458095
51	2049837	463646
56	1633244	475115
61	1313060	484387
66	1063451	491606
71	863481	497510
76	703751	502323
81	576248	506177
86	472458	509470
91	388016	512233
96	319282	514507
101	264343	516308
121	125916	520919
141	60197	523203
161	29417	524236
181	14842	524788
201	7146	525037
221	3441	525166
241	1637	525236
261	820	525270
281	353	525282
301	188	525287
321	91	525290
341	47	525290
361	39	525291
381	21	525291
401	29	525292
421	26	525292
441	6	525293
461	2	525294
481	1	525294
501	1	525294
521	1	525294
541	1	525294
561	0	525294
581	0	525294
