time	subjects	deaths
1	34287	17
3	6289477	4214
5	16920174	35044
7	20620623	83331
9	20827219	135920
11	19453389	186432
13	17473663	232467
15	15357790	273384
17	13334866	308815
19	11496349	340144
21	9872168	366667
23	8461548	389377
25	7248312	408781
27	6209292	425618
29	5322448	439975
31	4565531	452398
33	3920246	462850
35	3370969	471996
37	2901656	479859
39	2499731	486649
41	2157927	492408
43	1864130	497215
45	1612298	501456
47	1395234	505115
49	1208039	508252
51	1046802	511023
56	735778	516485
61	519385	520323
66	368626	523142
71	262253	525041
76	187587	526447
81	134817	527461
86	97286	528195
91	70835	528716
96	51559	529103
101	37803	529358
121	11322	529910
141	3595	530089
161	1119	530135
181	347	530149
201	129	530160
221	49	530164
241	13	530164
261	7	530164
281	2	530164
301	0	530164
321	1	530164
341	0	530164
361	0	530164
381	0	530164
401	0	530164
421	0	530164
441	0	530164
461	0	530164
481	0	530164
501	0	530164
521	0	530164
541	0	530164
561	0	530164
581	0	530164
