time	subjects	deaths
1	7041	7
3	69586	70
5	627714	722
7	3580478	5149
9	9117304	20766
11	13165455	48978
13	14620564	84275
15	14483327	121113
17	13573072	156433
19	12359336	188760
21	11086441	218013
23	9874555	244188
25	8781036	267512
27	7821130	287975
29	6990185	306326
31	6280220	322959
33	5670124	337846
35	5145557	351336
37	4689570	363728
39	4289348	374964
41	3934413	385266
43	3614835	394798
45	3324731	403457
47	3061573	411377
49	2819835	418761
51	2597322	425522
56	2112766	440168
61	1717905	451972
66	1398035	461637
71	1138456	469515
76	931284	475949
81	764315	481185
86	629522	485628
91	518968	489134
96	428992	492164
101	355746	494630
121	169957	500930
141	82088	503966
161	39642	505329
181	19347	506014
201	9551	506344
221	4523	506531
241	2141	506620
261	1078	506652
281	489	506670
301	226	506676
321	113	506680
341	39	506680
361	13	506681
381	13	506682
401	18	506684
421	6	506685
441	3	506685
461	0	506685
481	0	506685
501	0	506685
521	0	506685
541	0	506685
561	0	506685
581	0	506685
