time	subjects	deaths
1	4748	3
3	11643	18
5	22624	74
7	41883	153
9	75539	297
11	134370	569
13	237670	1038
15	415646	1837
17	713307	3234
19	1186797	5623
21	1891563	9501
23	2859563	15174
25	4060171	23845
27	5388294	35749
29	6696598	50816
31	7823812	68869
33	8654063	89528
35	9133332	111747
37	9272326	134633
39	9116347	157514
41	8743881	179853
43	8225369	200986
45	7627666	220805
47	6998014	239166
49	6373737	255786
51	5771848	270972
56	4446137	302779
61	3406108	327090
66	2617693	345568
71	2027281	359705
76	1580782	370919
81	1244573	379868
86	988652	386784
91	791412	392167
96	637876	396591
101	517116	400177
121	231450	409080
141	107404	413110
161	50495	415002
181	24174	415888
201	11437	416290
221	5414	416525
241	2651	416641
261	1343	416687
281	643	416712
301	339	416722
321	222	416731
341	116	416736
361	50	416736
381	17	416737
401	6	416737
421	2	416738
441	1	416738
461	0	416738
481	0	416738
501	0	416738
521	0	416738
541	0	416738
561	0	416738
581	0	416738
