time	subjects	deaths
1	6022	4
3	33390	40
5	166499	239
7	737424	1210
9	2395289	4880
11	5026400	14179
13	7359558	29731
15	8618806	50088
17	8948707	72076
19	8718829	94393
21	8220843	115727
23	7622735	135360
25	7023837	153560
27	6476486	170466
29	5996510	186117
31	5585460	200664
33	5235911	214202
35	4937841	226790
37	4676558	238674
39	4441275	250153
41	4227117	261065
43	4024282	271626
45	3832536	281277
47	3648748	290622
49	3470863	299541
51	3300628	307879
56	2913268	327202
61	2573860	344346
66	2280205	359542
71	2025482	373065
76	1803178	384966
81	1607004	395699
86	1437955	405224
91	1287059	413806
96	1152630	421498
101	1033043	428337
121	666519	449318
141	432505	462828
161	283054	471596
181	184582	477440
201	119777	481137
221	78662	483586
241	51634	485210
261	33737	486260
281	21637	486908
301	14163	487367
321	9392	487689
341	6250	487853
361	4144	487984
381	2807	488081
401	1833	488125
421	1151	488162
441	763	488177
461	538	488193
481	432	488199
501	351	488208
521	181	488213
541	127	488215
561	81	488218
581	52	488219
