time	subjects	deaths
1	10147	9
3	302779	249
5	4141814	4483
7	11245128	24003
9	14788814	57256
11	15568357	95765
13	14988211	134572
15	13828076	170527
17	12477683	203758
19	11152350	233316
21	9942195	259477
23	8879916	282905
25	7954580	303759
27	7155324	322603
29	6459952	339536
31	5849905	354846
33	5307650	368848
35	4821548	381505
37	4383655	393033
39	3986656	403436
41	3629748	412992
43	3306800	421707
45	3012948	429722
47	2747350	436937
49	2507181	443512
51	2289856	449468
56	1832034	462333
61	1476353	472709
66	1198628	481064
71	979811	487867
76	802638	493490
81	659894	498052
86	544345	501804
91	449079	504894
96	370535	507376
101	306185	509513
121	145646	514993
141	69449	517629
161	33626	518924
181	16648	519559
201	8355	519845
221	4358	519997
241	2206	520070
261	1130	520109
281	505	520126
301	230	520136
321	118	520139
341	56	520142
361	29	520144
381	12	520144
401	4	520144
421	3	520144
441	1	520144
461	0	520144
481	0	520144
501	0	520144
521	0	520144
541	0	520144
561	0	520144
581	0	520144
