time	subjects	deaths
1	5498	3
3	20953	40
5	71880	151
7	237302	482
9	742840	1545
11	2045053	4787
13	4509203	12694
15	7691733	27850
17	10515108	50689
19	12234151	79294
21	12780122	110427
23	12479615	141973
25	11702799	171822
27	10709477	199786
29	9653008	225361
31	8630839	248178
33	7684736	268465
35	6832099	286544
37	6077017	302743
39	5416088	317044
41	4836080	329743
43	4334912	341147
45	3900470	351226
47	3522258	360654
49	3194625	369187
51	2906723	376978
56	2334413	393150
61	1911688	406448
66	1584968	417316
71	1324479	426452
76	1113264	434130
81	936855	440408
86	786513	445844
91	660764	450352
96	555643	454027
101	466371	457181
121	231339	465556
141	113917	469883
161	56191	471881
181	27712	472890
201	13939	473385
221	6753	473688
241	3219	473821
261	1465	473882
281	747	473909
301	380	473925
321	194	473929
341	86	473930
361	33	473932
381	22	473933
401	7	473933
421	5	473933
441	0	473933
461	1	473933
481	1	473933
501	0	473933
521	0	473933
541	0	473933
561	0	473933
581	0	473933
