time	subjects	deaths
1	5299	9
3	16765	30
5	44851	106
7	114164	294
9	281689	755
11	661177	1850
13	1409416	4239
15	2611416	9241
17	4134113	17626
19	5632354	29777
21	6776391	45542
23	7420461	63370
25	7599779	82213
27	7452919	101276
29	7107313	119737
31	6666728	136841
33	6197911	152957
35	5735708	167804
37	5305955	181429
39	4916746	194357
41	4573376	206286
43	4271407	217444
45	4007212	227859
47	3777026	237514
49	3575096	246641
51	3395887	255489
56	3024929	275554
61	2718254	293581
66	2444987	309691
71	2193784	324290
76	1966820	337523
81	1761505	349271
86	1573309	359747
91	1405974	369032
96	1257087	377266
101	1125237	384774
121	728699	407396
141	475052	422399
161	309907	432091
181	202573	438490
201	132121	442516
221	87431	445112
241	57955	446869
261	37867	448049
281	24607	448776
301	16480	449266
321	10694	449582
341	6887	449808
361	4492	449956
381	2989	450057
401	1990	450116
421	1320	450153
441	793	450186
461	524	450199
481	329	450208
501	211	450209
521	131	450214
541	82	450217
561	35	450217
581	21	450217
