time	subjects	deaths
1	13234	7
3	887839	535
5	9943615	12032
7	17998478	48398
9	20488859	97577
11	20181950	148952
13	18639985	197173
15	16646884	241248
17	14594472	280721
19	12655728	314818
21	10908401	344294
23	9366215	369618
25	8026214	391422
27	6874328	410154
29	5889396	426235
31	5048438	439679
33	4331658	451320
35	3718078	461272
37	3195753	469948
39	2751173	477371
41	2371557	483657
43	2047175	489215
45	1769134	493855
47	1530667	498084
49	1326041	501719
51	1150300	504909
56	811342	510986
61	576386	515254
66	412714	518280
71	296950	520450
76	215208	522049
81	156200	523208
86	114281	524029
91	84617	524671
96	62340	525124
101	45959	525417
121	14302	526107
141	4651	526317
161	1603	526382
181	533	526400
201	199	526409
221	60	526410
241	16	526411
261	12	526411
281	2	526411
301	1	526411
321	0	526411
341	0	526411
361	0	526411
381	0	526411
401	0	526411
421	0	526411
441	0	526411
461	0	526411
481	0	526411
501	0	526411
521	0	526411
541	0	526411
561	0	526411
581	0	526411
