time	subjects	deaths
1	8654	6
3	146625	132
5	1629583	1807
7	5676530	10672
9	8743503	29160
11	9903442	52768
13	9964850	77759
15	9505176	101993
17	8854879	124808
19	8187899	146215
21	7575372	165847
23	7043707	184068
25	6578784	201196
27	6166053	217092
29	5789929	232305
31	5439996	246297
33	5112389	259509
35	4807035	271884
37	4522058	283676
39	4259098	294643
41	4013386	304933
43	3789028	314732
45	3583072	324010
47	3392131	332733
49	3213535	341062
51	3047076	348855
56	2677043	366808
61	2359221	382668
66	2087478	396345
71	1852553	408612
76	1647530	419443
81	1465453	429168
86	1305362	437827
91	1164480	445537
96	1039669	452375
101	929140	458496
121	594347	477318
141	383363	489300
161	248525	497058
181	162088	502040
201	105963	505432
221	69951	507545
241	45661	508981
261	29464	509926
281	19333	510539
301	12716	510914
321	8360	511173
341	5332	511364
361	3594	511466
381	2350	511535
401	1572	511580
421	1071	511609
441	697	511628
461	396	511640
481	215	511647
501	125	511651
521	86	511652
541	59	511654
561	31	511656
581	30	511657
