time	subjects	deaths
1	4472	7
3	7619	23
5	9521	43
7	10742	68
9	11397	101
11	11663	126
13	11744	149
15	11666	186
17	11422	214
19	11079	237
21	10705	268
23	10357	301
25	9876	323
27	9510	347
29	9079	375
31	8673	406
33	8253	428
35	7866	457
37	7458	480
39	7060	504
41	6761	523
43	6465	544
45	6203	558
47	5937	575
49	5723	589
51	5429	606
56	4883	638
61	4452	674
66	4055	705
71	3704	735
76	3327	759
81	3021	774
86	2805	789
91	2567	810
96	2376	826
101	2130	834
121	1421	871
141	971	897
161	652	920
181	411	935
201	288	941
221	248	944
241	133	947
261	87	950
281	65	953
301	89	953
321	48	955
341	41	957
361	33	959
381	17	963
401	16	964
421	14	964
441	5	964
461	1	964
481	0	964
501	0	964
521	0	964
541	0	964
561	0	964
581	0	964
