time	subjects	deaths
1	6402	6
3	43546	58
5	264718	382
7	1288001	2081
9	3797580	8208
11	6704430	21567
13	8538287	40877
15	9183655	63391
17	9087903	86366
19	8626441	108625
21	8017342	129655
23	7393495	149028
25	6816151	166551
27	6308868	182949
29	5878061	198157
31	5511622	212415
33	5195064	226040
35	4914555	238620
37	4661437	250393
39	4428916	261754
41	4206718	272338
43	3994785	282544
45	3794044	292289
47	3600215	301592
49	3417062	310289
51	3245732	318698
56	2856953	337822
61	2521309	354757
66	2233989	369450
71	1984540	382591
76	1767994	394256
81	1579302	404580
86	1411774	414122
91	1260214	422378
96	1128068	429897
101	1009624	436717
121	651109	457033
141	421747	470117
161	273675	478757
181	178853	484363
201	116683	487928
221	76471	490309
241	50249	491792
261	33092	492833
281	21255	493521
301	13842	493979
321	9296	494243
341	5828	494443
361	3838	494543
381	2472	494626
401	1607	494679
421	926	494716
441	614	494743
461	349	494753
481	213	494759
501	135	494761
521	88	494767
541	65	494770
561	46	494772
581	54	494775
