time	subjects	deaths
1	6997	1
3	65134	64
5	583774	676
7	3712430	5076
9	11028348	22982
11	17211145	59201
13	19513073	105621
15	19285316	154496
17	17869663	201163
19	16006536	243577
21	14062933	280994
23	12215819	314004
25	10540266	342393
27	9060034	366790
29	7768000	387765
31	6651027	405537
33	5691833	421079
35	4870712	434282
37	4168418	445697
39	3570888	455299
41	3060500	463569
43	2625764	470659
45	2253382	476788
47	1936187	482037
49	1665161	486508
51	1432607	490422
56	987041	497894
61	684304	503012
66	476675	506557
71	333548	509037
76	234557	510767
81	165980	512009
86	117790	512959
91	84408	513560
96	60567	513989
101	43404	514311
121	11725	514934
141	3228	515109
161	924	515159
181	286	515170
201	89	515177
221	25	515179
241	3	515181
261	0	515181
281	0	515181
301	0	515181
321	0	515181
341	0	515181
361	0	515181
381	0	515181
401	0	515181
421	0	515181
441	0	515181
461	0	515181
481	0	515181
501	0	515181
521	0	515181
541	0	515181
561	0	515181
581	0	515181
