time	subjects	deaths
1	4494	6
3	7312	29
5	9013	54
7	9816	77
9	10204	109
11	10178	128
13	10014	160
15	9665	175
17	9316	193
19	8905	216
21	8339	236
23	7795	261
25	7321	280
27	6861	301
29	6417	318
31	5945	330
33	5561	347
35	5167	358
37	4846	373
39	4493	387
41	4186	395
43	3877	404
45	3599	414
47	3355	423
49	3114	427
51	2894	440
56	2390	451
61	2033	463
66	1704	474
71	1469	485
76	1270	492
81	1092	499
86	903	508
91	744	511
96	617	514
101	505	516
121	253	524
141	122	529
161	58	530
181	14	530
201	1	530
221	0	530
241	3	530
261	0	530
281	0	530
301	0	530
321	0	530
341	0	530
361	0	530
381	0	530
401	0	530
421	0	530
441	0	530
461	0	530
481	0	530
501	0	530
521	0	530
541	0	530
561	0	530
581	0	530
